"TCGA-02-0001-01C-01R-0179-07" "TCGA-02-0003-01A-01R-0179-07" "TCGA-02-0006-01B-01R-0179-07" "TCGA-02-0007-01A-01R-0179-07" "TCGA-02-0009-01A-01R-0179-07" "TCGA-02-0010-01A-01R-0179-07" "TCGA-02-0011-01B-01R-0179-07" "TCGA-02-0014-01A-01R-0179-07" "TCGA-02-0021-01A-01R-0179-07" "TCGA-02-0024-01B-01R-0179-07" "TCGA-02-0027-01A-01R-0179-07" "TCGA-02-0028-01A-01R-0179-07" "TCGA-02-0033-01A-01R-0179-07" "TCGA-02-0034-01A-01R-0179-07" "TCGA-02-0037-01A-01R-0179-07" "TCGA-02-0038-01A-01R-0179-07" "TCGA-02-0043-01A-01R-0179-07" "TCGA-02-0047-01A-01R-0179-07" "TCGA-02-0052-01A-01R-0179-07" "TCGA-02-0054-01A-01R-0179-07" "TCGA-02-0055-01A-01R-0179-07" "TCGA-02-0057-01A-01R-0179-07" "TCGA-02-0058-01A-01R-0179-07" "TCGA-02-0060-01A-01R-0179-07" "TCGA-02-0064-01A-01R-0195-07" "TCGA-02-0069-01A-01R-0195-07" "TCGA-02-0071-01A-01R-0195-07" "TCGA-02-0074-01A-01R-0195-07" "TCGA-02-0075-01A-01R-0195-07" "TCGA-02-0080-01A-01R-0195-07" "TCGA-02-0083-01A-01R-0195-07" "TCGA-02-0085-01A-01R-0195-07" "TCGA-02-0086-01A-01R-0195-07" "TCGA-02-0089-01A-01R-0195-07" "TCGA-02-0099-01A-01R-0195-07" "TCGA-02-0102-01A-01R-0195-07" "TCGA-02-0107-01A-01R-0195-07" "TCGA-02-0113-01A-01R-0195-07" "TCGA-02-0114-01A-01R-0195-07" "TCGA-02-0115-01A-01R-0195-07" "TCGA-02-0116-01A-01R-0195-07" "TCGA-06-0122-01A-01R-0213-07" "TCGA-06-0124-01A-01R-0213-07" "TCGA-06-0125-01A-01R-0213-07" "TCGA-06-0126-01A-01R-0213-07" "TCGA-06-0128-01A-01R-0213-07" "TCGA-06-0129-01A-01R-0213-07" "TCGA-06-0130-01A-01R-0213-07" "TCGA-06-0133-01A-02R-0213-07" "TCGA-06-0137-01B-02R-0213-07" "TCGA-06-0138-01A-02R-0229-07" "TCGA-06-0139-01A-01R-0213-07" "TCGA-06-0140-01A-01R-0213-07" "TCGA-06-0141-01A-01R-0213-07" "TCGA-06-0142-01A-01R-0213-07" "TCGA-06-0143-01A-01R-0213-07" "TCGA-06-0145-01A-06R-0213-07" "TCGA-06-0147-01A-02R-0229-07" "TCGA-06-0150-01A-01R-0229-07" "TCGA-06-0151-01A-01R-0229-07" "TCGA-06-0154-01A-03R-0229-07" "TCGA-06-0156-01A-03R-0229-07" "TCGA-06-0157-01A-01R-0229-07" "TCGA-06-0158-01A-01R-0229-07" "TCGA-06-0159-01A-01R-0229-07" "TCGA-06-0160-01A-01R-0229-07" "TCGA-06-0166-01A-01R-0229-07" "TCGA-06-0168-01A-02R-0229-07" "TCGA-06-0169-01A-01R-0213-07" "TCGA-06-0171-01A-02R-0229-07" "TCGA-06-0173-01A-01R-0229-07" "TCGA-06-0174-01A-01R-0229-07" "TCGA-06-0176-01A-03R-0229-07" "TCGA-06-0178-01A-01R-0229-07" "TCGA-06-0184-01A-01R-0229-07" "TCGA-06-0185-01A-01R-0229-07" "TCGA-06-0187-01A-01R-0229-07" "TCGA-06-0188-01A-01R-0229-07" "TCGA-06-0189-01A-05R-0229-07" "TCGA-06-0190-01A-01R-0229-07" "TCGA-06-0195-01B-01R-0229-07" "TCGA-06-0197-01A-02R-0229-07" "TCGA-06-0208-01B-01R-0229-07" "TCGA-06-0210-01B-01R-0229-07" "TCGA-06-0211-01B-01R-0229-07" "TCGA-06-0213-01A-01R-0229-07" "TCGA-06-0214-01A-02R-0229-07" "TCGA-06-0216-01A-01R-0229-07" "TCGA-06-0219-01A-01R-0229-07" "TCGA-06-0221-01A-01R-0229-07" "TCGA-06-0237-01A-02R-0229-07" "TCGA-06-0240-01A-02R-0229-07" "TCGA-06-0241-01A-02R-0229-07" "TCGA-02-0004-01A-01R-0300-07" "TCGA-02-0015-01A-01R-0300-07" "TCGA-02-0016-01A-01R-0300-07" "TCGA-02-0023-01B-01R-0300-07" "TCGA-02-0025-01A-01R-0300-07" "TCGA-02-0026-01B-01R-0300-07" "TCGA-02-0039-01A-01R-0300-07"
"MEG3" 5 3 1 0 5 1 10 1 2 7 9 1 1 0 4 1 0 2 4 0 2 2 2 2 4 1 7 10 6 2 2 5 1 2 1 6 1 3 5 3 2 4 6 4 5 1 2 0 4 4 1 2 11 2 20 0 0 0 3 3 1 0 0 3 2 9 1 1 9 1 1 3 2 1 2 3 2 5 2 4 3 1 1 2 2 1 1 9 1 3 9 4 2 1 1 1 1 1 1 1
"C16orf45" 10 12 4 2 12 8 12 8 4 10 16 3 2 3 4 5 11 6 3 3 2 2 5 8 12 16 7 3 8 10 8 8 8 8 3 4 1 4 7 6 3 7 10 4 10 6 8 1 5 14 7 2 3 4 12 9 6 1 5 14 7 4 5 7 2 26 10 2 10 7 4 9 1 5 3 4 6 5 3 4 7 12 5 6 7 3 6 17 5 6 5 18 7 0 2 1 2 0 1 0
"FCN3" 2 1 1 4 1 2 1 1 2 3 3 2 2 6 1 2 3 3 5 2 3 2 1 3 7 3 2 2 2 1 1 2 4 3 2 1 3 6 2 2 2 7 3 2 3 6 1 2 3 32 3 35 5 6 4 2 4 162 11 7 2 10 2 2 6 2 2 2 9 4 8 3 3 2 3 2 3 3 34 3 1 2 3 7 1 3 2 2 2 2 2 2 5 0 0 0 0 0 1 0
"LOC389199" 2 4 8 3 2 1 3 2 3 2 1 1 11 3 2 10 2 4 8 3 8 6 2 9 5 1 1 2 2 4 7 4 22 5 2 4 3 17 3 5 5 2 4 2 2 9 2 3 7 16 2 4 2 4 2 2 25 10 2 5 2 3 1 1 10 1 2 6 47 3 1 2 1 10 2 2 2 1 2 2 2 3 1 4 2 8 2 0 3 6 3 3 2 0 0 0 0 1 0 0
"FAM222A" 2 4 2 1 4 6 14 13 1 6 5 3 1 3 1 3 2 6 5 2 0 11 9 5 1 19 3 14 0 53 1 9 2 3 3 0 4 2 30 6 3 2 1 2 2 18 8 1 2 2 3 2 2 4 29 4 2 1 1 1 1 7 2 4 1 6 7 2 1 6 3 4 1 11 3 2 1 8 1 1 2 1 3 1 3 1 10 31 4 5 3 9 12 8 2 3 6 4 1 8
"DIO2" 7 3 5 1 2 1 4 3 4 1 11 0 2 4 3 2 1 2 2 16 5 11 1 24 13 2 3 2 6 1 2 5 3 2 4 23 7 35 1 125 2 7 7 5 2 17 11 4 2 2 2 5 2 6 4 1 27 4 7 5 3 1 11 3 3 9 1 6 2 2 3 2 2 14 10 1 2 1 7 4 12 2 21 5 2 3 3 8 5 3 5 13 1 1 1 1 1 1 1 1
"RAB31" 14 18 8 2 8 2 6 3 6 3 11 10 16 5 14 24 5 17 5 9 12 9 6 11 18 7 14 11 6 4 12 11 15 12 5 7 11 4 4 10 8 11 7 10 13 12 5 12 11 29 12 16 19 16 7 23 8 6 4 5 10 5 17 10 4 3 7 5 9 8 7 13 5 3 7 5 14 15 8 9 5 6 34 3 8 4 9 3 5 2 2 3 12 0 0 1 0 0 0 0
"AMPD1" 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 4 3 19 20 3 3 35
"EPHA5" 2 3 2 1 1 1 4 1 2 1 2 0 2 2 4 3 2 1 1 1 1 1 1 2 17 1 8 3 5 0 1 2 1 6 2 6 1 3 5 7 8 1 3 24 1 1 1 1 13 6 1 1 6 1 3 3 0 1 3 2 5 1 7 1 2 8 1 1 0 2 5 4 3 1 0 1 2 2 1 2 2 1 11 1 1 8 1 7 2 3 3 11 0 1 0 1 0 0 0 0
"ANK3" 1 2 1 0 1 1 2 1 1 2 1 2 1 1 0 1 0 2 1 2 1 3 1 6 1 0 1 1 1 0 1 3 1 1 1 0 1 1 0 2 0 1 1 1 1 1 1 0 0 0 1 1 0 0 15 1 1 0 1 0 0 0 1 1 0 11 1 1 0 1 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 2 20 1 1 0 5 1 0 1 1 1 1 0 1
"OR10H1" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 2 2 2 2 1 1 1 2 1 1 1 1 1 2 1 1 2 2 1 1 1 1 1 1 2 2 4 1 2 1 1 2 2 2 2 2 26 61 127 159 14 32 39
"TNFRSF10C" 3 1 4 1 1 1 2 1 2 2 4 1 2 2 1 3 1 2 4 2 2 6 2 1 6 1 3 1 2 2 3 2 7 12 4 2 32 1 1 11 2 2 6 1 2 3 1 2 2 2 2 14 2 15 2 2 9 6 2 6 6 3 4 2 2 1 2 2 2 2 3 2 2 3 8 2 3 2 6 7 1 3 3 26 2 5 2 1 2 2 2 2 1 0 0 0 0 0 4 0
"WASF1" 2 5 1 1 2 6 7 7 1 21 2 5 2 2 1 1 3 7 7 1 1 1 2 4 1 14 3 11 1 5 1 5 0 2 2 1 1 0 5 2 0 2 1 2 2 4 8 1 2 2 2 1 1 1 9 3 1 1 6 1 1 5 3 2 1 37 4 1 0 2 3 7 1 1 1 1 0 4 1 1 7 1 3 1 2 1 1 18 1 3 2 27 13 1 1 2 1 1 1 2
"SWAP70" 4 1 1 1 2 0 0 0 2 1 3 1 3 1 2 2 2 1 1 3 2 3 0 1 2 0 2 1 2 0 1 2 1 2 1 1 2 2 0 3 1 1 2 3 2 0 1 3 1 1 1 3 1 2 2 2 1 1 1 1 2 1 1 3 1 1 2 2 1 1 2 1 2 0 3 1 2 2 4 2 1 3 1 1 2 1 3 1 1 0 1 1 1 0 0 0 0 0 0 0
"PROX1" 6 7 2 1 6 26 6 15 3 6 5 18 1 1 4 2 22 2 1 3 1 2 1 2 3 12 4 7 5 3 5 4 3 2 2 8 1 1 12 3 3 10 8 28 4 4 22 1 2 27 1 2 4 3 16 15 3 1 0 2 10 1 1 5 1 2 5 1 2 2 4 7 3 1 4 2 3 2 3 4 2 2 1 0 5 1 3 9 1 1 1 2 2 1 1 1 1 1 1 1
"HOXD3" 1 4 1 2 1 4 0 2 1 8 2 0 1 3 2 2 3 2 7 2 1 1 1 2 0 6 2 5 1 1 2 1 0 1 5 2 1 0 5 0 3 0 0 2 1 9 13 0 0 4 4 0 3 0 0 2 1 1 1 1 1 5 4 1 2 0 4 0 1 3 4 9 1 5 0 1 2 4 1 1 1 0 3 2 1 0 2 1 1 1 9 1 11 1 1 1 2 2 1 2
"AES" 2 1 1 1 4 2 2 3 2 3 3 1 0 1 1 1 2 1 1 1 1 1 1 2 2 2 1 2 1 1 3 2 3 2 2 2 1 7 3 4 3 1 1 1 3 1 1 1 1 2 1 1 1 1 2 1 5 1 2 1 2 1 1 1 1 5 2 2 2 1 1 2 1 1 2 4 1 1 1 2 2 1 4 1 3 1 1 6 1 2 2 3 2 0 0 0 0 0 0 0
"ASRGL1" 1 4 2 3 1 3 1 4 1 1 2 2 1 1 0 1 1 2 2 8 0 1 3 3 0 1 1 2 1 1 1 1 1 1 2 1 1 2 2 2 1 0 0 1 1 1 3 1 1 1 2 0 1 1 3 2 1 0 1 0 1 2 2 1 1 3 2 3 0 2 3 2 1 1 1 1 1 3 1 0 1 0 1 0 1 1 1 3 1 1 2 2 2 25 5 61 42 1 9 27
"FAM89A" 0 2 2 2 0 2 14 3 1 6 1 0 1 3 1 4 0 12 4 1 2 1 1 3 1 29 1 9 0 2 2 2 1 1 1 0 3 3 5 1 0 0 0 2 1 12 3 1 1 1 6 5 1 2 2 6 1 11 2 1 1 2 1 2 1 2 9 4 1 5 2 1 0 6 1 2 1 4 2 1 0 1 1 1 1 2 2 1 1 3 1 6 11 3 1 1 1 5 1 1
"PLSCR1" 7 2 4 2 3 1 1 0 4 0 1 1 9 3 6 7 5 3 5 2 9 2 1 1 12 0 7 1 3 0 4 3 2 7 3 9 4 1 1 8 4 9 3 2 4 2 7 7 7 2 5 13 10 3 1 3 11 15 5 6 5 5 5 18 5 1 2 9 4 3 4 3 4 1 6 2 7 2 6 5 2 9 3 7 5 4 4 0 7 4 4 6 2 3 1 1 1 1 1 2
"PCYT2" 1 1 1 0 1 1 1 0 1 0 1 0 0 1 1 1 0 2 0 1 0 1 2 1 0 0 1 0 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 2 0 1 1 1 0 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 4 1 1 2 2 1 8 1 69 191 10 16 26
"CCL27" 4 2 2 4 3 0 4 0 1 1 4 0 1 1 1 2 0 1 2 0 1 1 1 2 1 2 3 3 3 0 1 2 1 2 1 3 1 2 0 4 5 0 3 3 0 0 0 1 3 2 2 1 8 0 1 2 3 1 2 2 0 2 5 5 2 1 1 1 1 2 1 3 1 0 5 6 1 7 2 2 4 2 1 1 2 2 2 2 2 1 4 1 4 0 0 0 0 0 0 0
"FIBIN" 47 67 2 11 63 14 37 25 41 33 19 48 14 35 18 70 34 31 42 118 25 19 19 13 21 169 70 137 95 269 135 61 31 125 84 221 155 96 84 105 148 78 112 112 49 82 84 124 77 110 83 25 61 71 40 84 160 12 25 20 55 81 43 28 19 10 20 43 34 22 39 42 12 27 59 34 57 48 38 38 11 38 41 27 29 42 42 37 15 15 74 44 45 2 15 5 4 4 3 7
"PDE4DIP" 6 5 2 3 1 1 9 2 1 1 1 1 1 3 2 2 0 4 2 12 8 2 13 4 1 0 1 1 2 4 1 1 2 2 4 1 3 3 0 2 1 1 1 1 1 2 1 2 5 1 4 1 2 5 4 2 1 1 3 1 1 2 2 3 1 5 2 4 1 4 3 2 3 1 2 3 3 6 2 1 3 1 5 1 1 3 3 5 3 2 2 5 2 0 0 0 0 0 0 0
"PIH1D2" 1 1 3 13 3 1 1 0 1 1 1 1 3 3 1 6 2 2 2 5 2 2 2 1 1 0 1 1 1 1 2 1 2 3 5 1 3 2 1 4 1 2 3 1 1 4 1 2 7 2 4 2 11 3 1 2 2 5 4 5 1 16 1 2 3 0 2 4 2 3 2 1 1 1 1 2 1 3 2 1 1 2 1 7 1 10 1 1 3 1 1 1 1 0 0 0 0 0 1 0
"NDUFAF2" 0 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 0 0 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 3 2 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 3 1 45 7 6 71 12 9 72
"ZNF234" 1 6 8 6 16 6 10 9 9 9 9 1 6 2 6 13 21 2 3 9 4 10 1 11 25 14 5 21 13 12 7 5 5 8 9 34 8 5 3 6 16 54 16 25 30 13 20 2 14 20 2 10 31 24 12 27 23 3 3 9 7 2 3 6 2 3 5 2 13 6 3 3 5 6 5 13 6 5 4 5 2 2 7 3 7 1 3 6 3 3 3 3 2 1 1 1 1 1 1 1
"CCDC144B" 2 4 2 2 7 8 3 2 3 2 7 4 1 1 9 2 3 1 1 3 0 11 5 4 6 1 3 5 3 5 1 1 1 1 2 4 2 1 4 1 6 21 6 28 30 5 12 3 4 8 2 6 12 28 24 6 2 2 2 2 2 3 2 6 2 5 3 3 4 4 2 3 3 1 1 3 3 2 3 2 6 3 3 1 3 2 2 13 1 2 3 3 1 0 1 0 0 0 0 0
"BATF3" 13 13 7 2 9 1 4 0 5 5 3 1 16 15 5 13 11 7 12 1 10 1 1 4 39 0 11 4 4 1 10 6 6 4 2 11 2 5 3 2 2 6 13 8 3 2 1 16 6 17 9 4 1 1 1 18 16 22 7 5 15 6 4 5 6 1 3 12 12 3 2 6 5 5 14 5 6 1 7 13 2 23 4 28 6 30 5 1 5 12 4 5 3 2 1 4 2 3 2 1
"FAM134B" 16 23 10 19 11 3 10 1 5 3 6 8 6 15 13 22 12 44 16 14 5 22 7 3 11 2 11 24 9 7 24 27 15 19 16 12 15 1 6 12 7 27 11 14 12 21 6 7 10 26 10 15 18 12 41 15 17 17 17 32 21 18 11 26 9 33 9 30 8 11 17 16 6 11 10 16 18 7 9 9 9 9 15 17 11 20 14 83 12 18 13 51 10 1 1 1 0 0 1 1
"ARPP21" 1 2 2 0 1 2 5 2 0 1 1 0 1 0 1 1 1 2 1 1 1 1 2 5 1 5 1 4 1 8 1 2 0 2 0 3 1 0 1 2 0 2 1 1 2 3 6 0 3 0 1 0 1 2 8 1 10 0 2 1 1 1 1 2 1 17 2 2 1 2 1 1 0 2 1 1 1 3 1 1 4 1 2 0 2 1 1 16 1 2 3 19 1 1 1 1 1 2 2 2
"CD33" 1 0 1 0 0 0 0 0 0 0 0 0 3 1 0 1 0 1 1 1 2 1 1 0 2 0 1 1 1 0 0 1 2 2 1 0 3 0 0 0 0 1 1 0 0 1 1 3 2 1 2 12 1 3 1 1 1 9 1 2 1 2 1 1 3 0 1 2 4 2 1 0 1 2 3 1 1 1 2 2 1 3 1 5 1 5 2 0 1 2 1 2 1 2 1 4 2 2 3 2
"MEDAG" 2 1 1 1 1 1 1 1 1 2 10 1 3 24 2 1 7 2 1 1 24 1 1 1 7 2 7 1 5 1 3 1 2 3 11 5 22 2 1 2 1 3 18 1 1 1 0 12 1 1 1 7 19 9 4 26 2 3 2 7 2 1 1 1 1 1 1 1 4 1 3 2 3 1 1 1 2 1 18 17 1 5 1 1 1 1 1 1 1 1 1 1 5 2 1 1 2 2 1 1
"LZTS1" 18 3 3 1 2 2 2 3 2 5 5 1 15 4 1 3 36 3 2 2 4 1 1 3 10 1 12 1 12 1 1 3 3 2 3 14 2 1 2 1 5 13 31 4 5 0 0 4 1 3 2 2 1 1 2 7 4 2 1 6 4 1 2 1 1 5 1 3 9 1 1 2 4 0 4 3 2 1 3 10 1 5 2 1 3 2 5 3 1 1 0 2 2 2 1 0 1 1 1 1
"SORL1" 12 6 13 6 21 3 10 1 6 1 25 2 7 3 4 7 1 10 2 36 2 38 22 11 5 1 7 6 13 38 2 17 8 10 9 3 14 6 1 20 4 13 7 7 14 8 12 9 19 5 6 11 10 21 33 11 4 5 3 4 6 3 30 21 3 20 8 5 4 7 4 2 2 2 11 6 11 14 7 8 33 6 5 2 4 6 13 26 3 4 9 7 2 1 1 1 1 1 1 1
"TRIM9" 25 21 9 7 38 17 10 13 29 9 21 60 4 5 17 17 34 20 6 19 2 16 7 9 9 14 51 10 28 23 20 12 7 18 5 27 4 11 25 28 25 62 30 42 28 18 29 8 15 27 12 4 63 8 23 16 12 2 14 9 31 8 27 31 4 22 9 8 11 8 52 34 8 4 44 9 56 24 10 10 21 11 22 6 29 9 26 20 5 3 24 17 12 1 1 2 1 1 1 1
"CNRIP1" 3 12 5 9 4 5 14 7 6 9 6 5 1 6 3 6 2 15 12 3 2 4 10 13 3 9 8 7 1 13 7 7 4 10 5 3 3 18 10 6 12 3 2 9 12 27 10 2 20 6 10 5 3 4 13 8 6 5 9 3 1 8 15 10 8 32 7 5 4 19 10 17 2 14 2 3 2 14 4 4 10 1 13 1 2 1 4 12 8 9 9 29 20 1 1 0 0 1 0 1
"LRRTM4" 3 10 2 11 13 11 18 6 1 5 5 12 1 2 1 1 1 5 5 1 1 2 4 8 1 10 1 4 3 4 4 4 1 2 1 7 1 13 10 3 1 3 1 1 2 18 12 1 15 1 3 2 2 5 13 11 1 2 5 12 1 5 2 2 2 21 6 3 3 3 7 20 1 4 1 1 14 4 5 1 4 2 3 1 7 2 5 14 2 6 6 34 14 1 2 2 2 2 2 2
"ACADM" 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 1 1 1 1 2 1 0 0 1 0 1 0 1 1 0 1 1 0 1 3 1 1 1 0 0 1 1 1 1 1 2 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 1 15 10 31 70 5 18 40
"BAI2" 21 8 4 6 16 3 16 7 8 10 9 11 3 8 6 8 9 15 4 5 1 7 7 7 3 12 10 5 8 15 12 14 19 20 9 10 6 54 6 21 11 6 11 11 15 5 8 9 20 21 7 2 12 13 20 16 12 1 4 3 9 8 12 6 2 20 6 8 8 9 7 7 3 3 17 6 14 10 7 4 10 5 9 1 8 9 7 24 4 2 11 12 13 0 1 1 1 0 0 0
"LEPR" 1 1 1 0 1 0 1 0 0 0 1 0 1 0 1 1 0 1 1 0 2 1 1 1 0 5 1 1 1 0 1 0 1 1 7 0 1 1 0 1 0 0 1 0 0 1 1 1 2 1 0 1 0 1 1 1 1 2 3 0 1 1 1 1 1 1 1 2 0 1 1 1 1 0 1 0 0 1 2 1 1 1 1 1 1 2 1 1 1 0 1 1 1 5 27 15 28 2 86 6
"LOC439951" 4 8 17 7 4 2 8 4 7 3 3 2 21 5 3 15 10 8 12 5 11 11 4 21 10 3 3 3 3 6 6 6 24 8 7 8 7 16 5 9 8 11 14 4 8 25 5 7 18 30 3 8 6 6 5 4 29 16 1 6 3 4 1 1 20 2 3 5 37 7 2 2 2 11 2 2 2 1 3 3 5 4 1 1 3 4 4 1 4 5 3 3 3 1 1 1 1 1 1 0
"HBQ1" 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 5 0 1 0 0 1 0 1 1 3 0 0 1 1 0 0 0 0 0 0 0 2 0 1 2 1 2 1 1 4 1 0 2 2 11 2 14 1 2 1 2 1 1 2 1 2 1 1 0 4 1 0 1 1 2 1 1 1 2 143 1 3 1 1 2 4 0 3 1 1 1 1 1 1 2 1
"ABCA6" 2 2 2 2 33 1 3 1 4 2 9 15 2 9 1 2 2 4 2 2 3 11 3 3 13 5 2 5 10 4 3 9 8 2 17 2 10 2 1 14 4 32 8 5 11 2 3 5 3 6 3 48 12 38 63 3 12 5 10 36 3 2 2 2 3 15 5 2 6 2 2 1 3 1 6 4 2 4 7 10 2 2 7 2 2 2 3 25 7 2 2 5 2 1 1 1 1 2 2 1
"CASKIN1" 4 10 21 9 7 3 11 4 8 4 4 3 25 5 3 19 12 9 13 6 12 14 5 28 12 3 4 3 4 6 10 9 33 11 5 10 7 19 4 9 10 14 19 4 12 30 6 5 14 32 3 6 7 8 6 7 32 14 1 6 3 5 1 1 22 3 4 4 36 8 2 3 2 11 2 2 2 1 3 4 5 4 1 1 3 4 5 1 5 6 4 4 3 1 1 1 1 1 1 1
"GLRX" 2 2 2 1 1 0 0 0 1 1 1 0 5 4 4 3 1 2 2 2 7 2 1 1 4 0 3 1 1 0 2 2 3 2 2 2 4 2 1 4 1 7 3 0 1 3 2 5 3 5 8 12 3 4 1 3 3 19 8 5 4 7 2 2 8 3 1 7 4 2 3 2 1 2 4 2 4 1 3 3 2 5 2 9 1 12 4 1 4 7 3 10 2 2 1 1 1 1 1 1
"KIRREL3" 5 7 6 4 1 2 1 1 7 3 6 1 1 5 1 3 1 2 2 1 2 7 2 4 1 0 4 3 1 1 1 9 1 4 3 20 4 17 1 7 2 2 1 1 4 0 2 1 3 2 6 3 3 3 51 2 1 1 4 1 1 3 4 4 2 16 3 5 2 2 12 3 1 3 7 2 1 3 1 1 11 1 4 1 3 3 7 29 5 3 6 17 1 1 1 1 3 1 5 4
"CYP4X1" 2 2 1 1 1 1 1 1 1 3 2 1 1 1 1 2 0 3 3 1 1 1 3 2 1 6 1 1 0 1 1 4 1 2 5 1 3 1 0 3 1 0 1 1 2 1 0 1 4 0 2 2 1 1 13 1 1 1 6 1 1 3 2 2 1 51 3 3 1 2 1 1 1 1 1 1 1 1 2 1 9 1 1 1 2 1 1 11 3 4 2 81 1 39 3 6 2 1 2 1
"FADS2" 1 3 2 2 1 2 5 3 2 2 3 3 2 3 3 6 2 13 3 3 1 4 3 4 2 2 4 5 1 5 1 3 0 2 2 8 2 3 3 4 9 2 0 7 4 4 3 1 7 1 3 1 10 1 2 6 1 1 1 0 4 3 8 6 2 3 3 2 2 4 3 4 2 2 2 2 7 14 1 1 1 1 3 0 5 2 5 1 1 1 7 1 4 0 0 0 0 0 0 0
"ADD3" 5 5 7 4 3 1 4 1 1 3 4 3 1 1 3 8 1 12 4 9 2 8 22 5 1 1 3 2 1 9 3 5 1 6 3 2 6 5 2 13 2 1 2 1 2 5 4 1 24 1 6 3 3 3 16 1 2 2 9 2 1 3 15 7 6 15 2 3 1 9 5 2 3 13 5 3 6 10 2 2 2 1 3 2 2 11 7 11 12 11 32 12 2 0 1 0 1 1 1 0
"FYN" 7 7 5 1 16 9 14 7 7 15 13 6 7 7 10 3 4 13 5 3 2 7 7 4 8 23 8 22 11 17 8 10 3 10 3 9 8 2 12 7 7 8 8 14 18 12 28 2 3 16 5 3 10 6 8 16 10 1 2 5 8 7 9 11 4 5 6 3 10 10 6 8 4 3 8 4 5 9 6 6 3 8 6 3 8 3 5 5 3 3 8 4 11 1 1 0 0 0 1 0
"PDE8B" 2 4 2 7 12 6 11 1 6 3 5 21 2 4 2 4 8 14 2 12 1 4 61 23 22 2 6 9 18 40 2 5 14 7 3 23 4 1 2 6 8 31 3 7 19 105 21 4 5 15 6 3 14 5 9 12 3 2 8 1 9 5 3 23 5 19 2 3 2 8 4 5 1 5 28 8 11 2 7 2 4 6 5 1 4 4 6 8 2 52 1 10 5 14 5 2 6 15 2 12
"CTTNBP2" 3 8 2 1 4 23 11 7 3 18 5 1 2 2 4 5 6 6 4 9 1 6 3 14 2 27 8 19 1 27 1 3 1 2 1 2 1 3 14 3 3 3 1 8 13 13 21 1 2 3 4 3 2 2 12 7 1 0 3 2 1 3 6 6 1 6 7 3 1 3 3 10 2 3 6 2 4 6 1 1 3 1 4 1 3 1 8 17 2 3 2 4 12 1 1 2 4 0 2 5
"SLC22A17" 7 9 7 7 9 6 6 4 5 5 5 6 4 4 5 6 5 9 8 2 3 9 10 10 6 8 6 6 8 18 7 13 6 12 4 9 6 10 9 11 19 7 8 7 8 13 16 3 10 24 5 3 15 5 20 4 9 3 5 4 5 4 7 6 5 11 4 6 5 6 5 6 2 7 8 11 7 7 3 3 5 4 6 2 4 4 4 20 3 5 12 15 5 0 0 0 0 0 1 0
"SIGLEC8" 3 4 4 2 14 2 4 2 3 3 4 4 2 2 2 4 2 5 5 4 2 10 4 3 3 2 9 6 8 5 3 17 11 7 3 1 13 5 3 11 2 7 8 5 15 20 45 30 24 3 12 52 4 34 44 7 10 45 9 2 2 8 4 7 4 7 5 6 4 8 11 4 3 4 63 10 11 13 2 5 5 6 13 4 3 20 8 7 2 15 13 14 4 1 1 1 1 1 1 1
"SEMA4D" 2 3 2 4 3 1 3 2 1 8 2 2 1 2 1 3 1 3 4 1 1 10 4 2 2 4 2 11 2 3 1 21 2 6 5 1 4 1 3 9 3 3 1 2 2 4 5 3 3 1 4 3 4 4 68 4 1 1 3 1 1 2 2 5 2 19 7 3 1 4 8 3 1 3 10 2 3 8 1 2 3 1 2 2 1 2 7 74 5 2 2 42 5 0 1 1 0 0 0 1
