	A427	A549	Detroit562	FaDu	H1299	H1395	H1703	H2126	H2170	H2228	H358	H441	H520	H522	H596	HCC827	KYSE30	OE21	PC9	SCC15	SCC25	SKMES1	SW900
PLD1|5337	978	713	4462	147	520	740	1517	2389	486	497	1207	889	59	278	2731	879	634	416	521	826	454	4710	552
PLD2|5338	4141	1424	1689	1339	1360	304	1059	1376	972	1034	1359	1447	534	989	1697	2619	1236	1203	1352	661	781	1694	587
PLD3|23646	8361	4515	2373	1184	15853	12654	4667	5206	3695	9296	15869	2822	3593	4149	9316	2150	2678	5127	5155	2803	7044	4208	4453
PLD4|122618	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0
PLD5|200150	0	194	0	0	386	0	653	0	0	5	0	0	11	1	0	103	4	9	70	19	2	25	139
PLD6|201164	13	621	172.43	325	1026	1475	220.57	304	444	515	996.42	18.45	585	700	331	1228	1488.15	1282	752.21	367	612	880	666.95
PLDN|26258	2595	2034	2534	1596	2450	1443	1494	1998	2106	3137	5888	1536	3426	3477	3075	2343	1621	1583	1759	2254	1730	6662	1925
PLEC|5339	47119	77852	32856	18935	102542	29256	53797	86615	34030	41088	355332	64769	7746	29834	40704	62811	91949	149831	93444	73757	89597	89021	66446
PLEK2|26499	0	493	1246	638	545	88	16	454	423	344	1144	927	185	1	1129	2152	4356	1895	2155	890	2563	9243	636
PLEKHA1|59338	4028	1741	2208	711	1103	893	2035	1171	1070	1446	1094	572	1164	2455	2204	1656	2739	1509	1212	238	3216	2993	776
PLEKHA2|59339	3966	3062	7737	822	746	169	702	649	1390	679	3458	840	6088	953	4173	2260	5191	1269	2574	3545	3231	18518	1301
PLEKHA3|65977	1494	1098	566	735	1090	717	940	1098	660	1013	1750	1073	972	1167	1124	954	1325	301	1578	487	497	3093	839
PLEKHA4|57664	190	28	494	180	24	2	30	428	76	33	42	5	11	602	730	283	14	96	7	327	542	88	77
PLEKHA5|54477	5489	1508	1519	1099	2401	1135	1293	864	3279	3166	4614	4197	982	787	1009	5274	1939	1777	2693	1505	3455	3531	7261
PLEKHA6|22874	1	1750	958	68	1	2954	2570	3990	7892	1	3036	4830	17	43	1166	3405	425	150	1605	492	38	2845	4956
PLEKHA7|144100	282	1749	1010	289	94	1401	1941	3249	4634	122	5015	2238	1039	969	431	2584	507	211	857	21	452	567	1187
PLEKHA8|84725	700	197	135	125	239	238	135	236	286	388	340	144	156	590	424	294	429	154	217	79	219	989	191
PLEKHA9|51054	734	281	147	90	415	234	237	348	293	503	451	112	123	632	230	498	391	119	296	78	170	667	232
PLEKHB1|58473	2423	31	219	141	123	255	2	186	335	92	764	211	2670	899	121	298	271	0	263	7	12	245	53
PLEKHB2|55041	9498	5815	5314	3186	8464	19406	2766	6830	8514	8573	16175	6744	3375	7469	9278	11543	7768	3382	5054	3760	5985	15678	16231
PLEKHF1|79156	170	291	345	90	302	75	176	302	774	342	992	336	259	72	54	260	52	505	239	218	879	284	534
PLEKHF2|79666	684	590	2248	911	1136	3118	391	4672	1433	791	5468	1255	571	689	1232	1924	2513	2146	805	668	2060	1517	1189
PLEKHG1|57480	464	45	260	19	40	3	56	136	1697	60	1892	913	650	9693	1	219	73	229	150	2	194	926	264
PLEKHG2|64857	10417	4328	488	743	5924	325	5824	1206	1157	8538	5404	2640	1668	14443	1185	789	1480	812	1880	728	963	1653	2319
PLEKHG3|26030	979	3183	2583	3885	1151	1622	4210	1940	2888	1670	7169	1495	754	2266	2190	3897	2524	1170	2513	300	2380	3874	3036
PLEKHG4B|153478	4129	104	5757	33	16	3	28	770	5	3	55	78	1074	2323	50	56	7	25	14	1532	517	1960	295
PLEKHG4|25894	7073	802	140	33	2026	835	469	438	352	920	1837	733	780	20	42	2112	333	361	817	298	112	6467	1339
PLEKHG5|57449	2779	305	704	315	2551	177	163	522	408	1204	4417	1311	198	963	875	752.01	1049	1703	1484	290	2473	1068	1139
PLEKHG6|55200	80	76	670	63	12	237	44	1434	261	5	1366	593	172	7	159	453	703	70	1147	83	41	188	293
PLEKHG7|440107	2	1	82	0	7	2	0	13	1	107	3	0	0	0	0	1	1	2	2	0	1	0	0
PLEKHH1|57475	1527.39	452.51	330.61	40.11	853.76	948.3	341.06	5389.29	1225.38	1126.71	400.25	109	752.63	1465.85	679.49	618.6	308.29	120.13	786.62	12	53.1	496.27	488.17
PLEKHH2|130271	676	380	1243	13	305	5866	385	20	1863	524	3038	793	6	1050	157	236	33	70	221	58	262	425	1406
PLEKHH3|79990	2754	774	977	463	947	761	614	1702	1178	839	2661	1504	350	2354	972	605	650	748	509	141	509	1068	637
PLEKHJ1|55111	2215	837	488	640	2058	3605	818	1247	1236	1743	2309	1412	4744	1906	674	1498	1768	1158	817	869	369	1296	1029
PLEKHM1P|440456	926.67	325.15	247.01	67.66	566.71	183.7	179.86	1302.78	225.22	365.55	1681.24	521.14	101.96	739.98	54.09	283.14	147.12	63.07	313.28	137.49	66.83	406.05	799.3
PLEKHM1|9842	1402	1321	1378	600	860	1009	794	2354	1153	1020	4403	1291	535	1445	1112	1642	1466	502	1084	938	1313	3199	1276
PLEKHM2|23207	6393	2218	2126	1605	3234	2563	1743	2216	2122	2885	5954	2755	4512	5607	6029	2971	4403	2717	2356	4912	4779	7399	2131
PLEKHM3|389072	1645	840	1042	223	888	576	640	511	882	563	1663	640	483	2867	748	763	494	572	499	546	853	2048	785
PLEKHN1|84069	309	180	136	71	312	150	125	240	187	156	789	731	13	181	169	551	253	288	279	61	264	599	759
PLEKHO1|51177	1306	332	111	76	458	474	168	62	222	580	603	6	1459	2766	59	299	124	288	141	1029	375	599	770
PLEKHO2|80301	745	589	179	240	1368	112	303	184	187	1829	649	297	214	1442	783	285	203	554	565	1701	1157	1637	395
PLEK|5341	1	0	1	0	2	0	0	0	0	0	1	1	2	2	0	0	0	1	1	0	1	0	1
PLGLA|285189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLGLB2|5342	41.95	30.1	8.62	1.24	29.75	21.2	13.52	16.16	25.5	20.44	65.22	7	35.27	23.7	3	51.41	13.45	15.77	30.05	0	10.77	14	40.84
PLG|5340	2	0	0	0	0	2	0	51	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLIN1|5346	5	7	6	2	0	1	9	182	1	10	24	4	12	7	13	5	1	1	11	16	4	10	12
PLIN2|123	0	755	0	484	1455	1614	599	792	393	1218	1687	952	2887	1651	5057	2424	0	1	390	1069	15	5518	4576
PLIN3|10226	5271	3989	3513	1898	6865	3389	2666	4578	2262	11700	7551	4750	1526	2633	9162	7790	7243	1902	3883	5230	3219	16356	3018
PLIN4|729359	130	65	20	25	58	38	27	42	3	29	64	42	18	248	425	16	4	7	39	11	10	19	21
PLIN5|440503	1	3	21	1	20	82	1	25	4	13	37	74	0	105	9	2	0	1	16	0	0	0	3
PLK1S1|55857	1257	665	212	91	437	451	584	798	373	506	1251	334	283	460	324	548	363	494	300	474	1271	415	212
PLK1|5347	4053	13025	5929	9948	11882	9796	10525	4850	9094	11468	10044	4434	14095	7957	13794	8565	15717	9669	14574	6562	11386	21695	9116
PLK2|10769	8271	8525	7983	1462	2505	772	4876	5973	602	1908	8008	381	126	2038	6145	12278	8445	4279	7507	2344	12554	73827	7412
PLK3|1263	857	233	60	225	261	229	159	243	261	288	1538	256	437	441	111	432	1263	227	289	174	911	682	251
PLK4|10733	1544	2273	956	1195	2975	2389	1431	1828	2788	2262	4651	2474	1836	3083	1127	3440	2027	1306	1954	1170	2393	3542	2133
PLK5P|126520	7	0	0	0	0	0	0	5	0	4	48	0	2	17	0	1	0	0	2	0	0	0	1
PLLP|51090	575	71	736	29	254	20	101	271	1323	199	1818	894	41	40	132	402	788	31	93	37	651	269	250
PLN|5350	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLOD1|5351	7462	4172	6469	2231	10029	6114	3940	10430	2207	4413	17073	6867	5476	9220	9131	5765	8864	13010	7524	15277	21324	27508	2929
PLOD2|5352	740	12107	9370	1660	4514	4165	11185	3343	1710	2603	10658	13654	2917	6	7043	15646	1746	5819	3342	17057	14569	18643	2354
PLOD3|8985	5997	2553	4780	2651	14318	6252	2015	4324	3636	7722	10252	3724	9700	4635	7419	4434	11634	57666	7242	4638	11334	9863	5682
PLP1|5354	0	0	1	0	0	0	0	0	0	1	0	1	1	60	0	1	2	2	0	1	14	1	1
PLP2|5355	17891	12784	4825	11237	24434	6335	9637	2429	8960	10325	9931	6874	3039	11550	20673	10853	11954	15066	8827	11899	45657	22610	8377
PLRG1|5356	2301	1775	1565	1368	1866	1240	1559	2697	2755	1913	4726	2539	1710	2199	2290	3971	2844	1074	1764	1012	2579	5242	1894
PLS1|5357	1705	2151	2707	1559	1997	1863	3057	4857	5189	2162	11428	8182	1147	3081	2189	6084	2921	988	2753	298	51	4098	4229
PLS3|5358	5229	17827	10342	6888	5022	4830	15628	12539	8866	3734	19163	18396	2363	10882	33782	26717	19832	8112	11885	5495	25901	18504	13359
PLSCR1|5359	738	1575	4112	1185	1155	320	1733	649	1379	1117	2203	2706	581	137	3770	2308	2040	3598	1252	1388	4729	2661	2468
PLSCR2|57047	0	1	0	0	0	1	3	0	3	0	16	1	2	0	2	9	0	3	0	1	1	29	5
PLSCR3|57048	2927.16	1167.29	2479.93	1511.6	1083.83	211.17	769.12	728.76	1007.03	1194.27	3241.84	1139.69	524.26	1394	1315.73	2852.51	3024.45	2512.22	1464.92	1619.14	2805.21	2423.23	2398.32
PLSCR4|57088	2	258	281	37	68	22	368	50	63	104	594	698	1	0	1887	81	26	21	101	9	58	1009	284
PLSCR5|389158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLTP|5360	88	44	1937	545	4080	3792	24	3555	4119	1445	3325	232	11	178	1156	18	7	7753	3501	2528	9561	172	2081
PLUNC|51297	0	0	25	0	0	0	1	97	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLVAP|83483	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	1	1	0
PLXDC1|57125	229	6	6	4	11	50	11.02	89	4	16	71.03	18.02	4	314.68	3	4	0	4	13.18	5	2	11.01	31.02
PLXDC2|84898	4	88	2256	51	2	0	24	7	41	12	361	2	148	35	0	0	68	1186	1	1	339	70	292
PLXNA1|5361	14200	3972	11389	3977	16645	2544	2257	2338	3515	4508	37381	6505	8281	5010	6937	7943	5850	16183	15128	2959	21378	22118	4261
PLXNA2|5362	0	88	4873	2259	4	1077	297	747	3308	7	36	185	436	11	5156	103	806	8328	2597	1329	10663	1824	2359
PLXNA3|55558	5706	598	961	343	733	1728	321	4804	2369	502	6572	4035	1695	10916	2235	3518	975	725	2729	676	629	4600	3568
PLXNA4|91584	0	189	0	2	0	9	3	93	0	0	0	0	4	1	42	1	296	65	64	4	131	361	44
PLXNB1|5364	3593	1426	1622	500	538	1799	1613	2957	2568	431	5215	1389	1239	6363	3506	1035	1342	1819	2035	315	1296	404	1498
PLXNB2|23654	11881	9954	22815	3279	12611	16175	11940	53403	35920	7608	39623	27514	2449	11143	22624	15975	12190	16265	15940	6517	15699	16494	22147
PLXNB3|5365	490.14	116.59	133.09	53	9.46	184.61	62.96	106.01	261.62	9.33	3277.59	1629.31	545.05	86.78	1363.91	1504.69	108.08	204.55	916.99	99.55	254.46	357.91	2052.74
PLXNC1|10154	15	5	133	14	24	2	100	5	4	40	110	93	323	6	38	127	3	11	28	877	74	183	95
PLXND1|23129	16353	3486	1154	449	1021	56	3214	2622	1281	1029	12571	4319	5333	5252	1337	333	1466	1025	1481	2528	294	6295	2135
PM20D1|148811	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PM20D2|135293	8053	4551	2789	1495	7622	2226	3212	1962	8299	8823	3237	5997	3804	6615	1070	6253	2338	1053	4342	550	1281	3480	2947
PMAIP1|5366	583	612	1112	187	1386	86	387	191	1382	1261	8266	3080	286	128	1729	4209	873	1561	569	338	2324	6426	2151
PMCHL1|5369	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
PMCHL2|5370	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PMCH|5367	0	1.22	1.31	1.27	6.16	2.42	3.58	2.56	3.7	3.55	2.64	1.25	10.77	6.02	3.59	6.08	3.67	2.6	1.22	0	2.46	3.57	0
PMEPA1|56937	2013	24551.06	14483	975	3688	1398	8484	8600	2344	387	12342.15	1935	5095	554	927.4	5886	25527.13	18887.29	24855	3622	29161.37	21307.64	7020.93
PMF1|11243	1563	2058	1480	1706.45	1724	1167	1890	1426	3042	1911.48	5928.86	1667.99	2469	2694	4154.9	3019.82	2923	1674	1392	1922.21	2159.42	4122.88	2978
PMFBP1|83449	59	7	1	1	94	1	11	10	54	154	73	17	14	7	3	41	0	3	21	37	59	16	59
PML|5371	2121	1027	6778	1888	2633	986	904	772	929	2640	7362	2168	1967	986	6389	3778	1028	4904	2541	2521	7100	8824	3971
PMM1|5372	840	344	442	358	546	409	537	592	407	517	846	601	247	885	677	433	355	423	421	872	301	619	372
PMM2|5373	2505.01	5058.92	1739.88	1902.94	1626.05	9270.38	3537.3	5186.38	3137	1473.72	6912.28	2295.52	2804.12	3571.11	4859.63	4070.85	5323.49	3417.41	3339.27	1509.59	3695.16	4042.36	2455.61
PMP22|5376	1370	5234	394	169	2355	13446	1886	81	2	2028	869	389	402	2367	98	1034	335	768	506	2347	906	4968	3895
PMP2|5375	0	1	0	0	0	0	1	2	5	3	0	0	0	4	0	97	0	0	0	0	1	1	0
PMPCA|23203	4781	3600	1849	3889	6063	4275	1900	5802	3588	4975	9026	1870	3117	4672	2974	6122	7102	3694	3868	2459	5206	4671	3458
PMPCB|9512	5946.08	3982.17	3465.22	1494.88	5600.7	4750.13	3253.8	4962.29	5251.84	4824.3	4879.33	4567.72	3693.88	4776.72	2445.45	4262.78	3262.6	7328.91	3163.31	1378.63	1730.75	3935.81	3423.93
PMS1|5378	1538	1211	488	266	969	733	885	1072	1374	1070	2883	1198	1144	2333	969.62	2295	2334	444	556	266	439	2030	692
PMS2CL|441194	876	486	308	110	798	453	343	549	383	521	1022	246	389	1726	317	612	206	191	479	188	135	987	468
PMS2L11|441263	70.54	190.71	138	9	84.29	38	91.43	53.4	38.65	132.92	261.13	104.75	30.6	62.57	144.92	44.28	45.98	41.84	110.86	9.17	63.85	144.9	166.28
PMS2L1|5379	895.17	449.51	609.93	215.93	1273.74	239.99	439.3	440.78	465.41	1516.87	563.85	512.98	624.75	737.14	474.86	421.44	495.11	1686.77	540.8	256.76	200.62	1208.72	320.41
PMS2L2|5380	209.6	122.86	79	47	456.89	85.59	144.49	80.19	103.38	391.23	222.7	87.35	112	264.86	146	204.11	46	189	151.68	96.67	29	184	125.01
PMS2L3|5387	449	213	97	60	404	231	226	198	231	388	395	162	114	384	75	269	120	87	254	49	49	197	496
PMS2L4|5382	121	61	38	31	78	64	65	82	74	72	60	36	40	98	36	70	38	79	60	34	30	109	39
PMS2L5|5383	212	86	79	31	170	80	74	160	101	173	108	66	65	167	121	67	118	175	106	86	88	259	132
PMS2|5395	3515	2291	2261	1058	1875	1452	1626	3302	1979	2530	2661	1352	1923	5079	3757	3041	2113	1700	2286	1136	1159	4789	1517
PMVK|10654	2109	1341	670	207	681	3332	1087	1827	1345	789	2526	869	1112	2096	2038	1295	986	659	693	440	872	2078	1323
PNCK|139728	4	2	10	0	0	2	0	2	0	1	3	2	35	71	26	9	0	2	0	0	1	0	0
PNKD|25953	2271	2706	2668	406	2569	1780	2472	9494	10245	2163	4765	1330	1508	3592	985	2663	1629	1883	4133	2541	1571	2670	1731
PNKP|11284	2360	1199	779	300	851	2178	1406	3894	2013	689	4011	1226	799	1497	1466	1564	1704	658	911	525	325	3349	2675
PNLDC1|154197	0	1	0	1	1	1	0	1	1	1	0	0	4	1	1	0	0	0	0	0	5	0	1
PNLIPRP1|5407	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNLIPRP2|5408	0	3	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
PNLIPRP3|119548	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	5	1848	1	0
PNLIP|5406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMA1|9240	8732	5222	1505	3374	7063	2335	3833	2724	2368	4380	5299	2329	2663	4897	2045	5417	4926	2340	2378	6899	3321	8080	4490
PNMA2|10687	1491	4860	1	5	1945	1	4035	2	37	1710	868	2429	47	287	40	2156	50	0	381	63	0	2640	960
PNMA3|29944	1	8	0	0	54	23	1	0	11	55	0	0	21	65	2	0	0	1	8	0	0	14	2
PNMA5|114824	1	0	0	0	0	0	0	4	2	0	1	0	0	1	2	0	0	0	0	0	0	13589	0
PNMA6A|84968	422	246	5	95	348	154	141	0	744	333	0	5	70	342	5	23	21	2	64	137	2	596	202
PNMAL1|55228	4123	1254	0	0	2862	15	347	2	39	2284	0	0	2392	3259	908	647	0	0	542	33	0	2276	24
PNMAL2|57469	0	0	0	0	0	1	0	5	1	0	0	0	5.25	0	40.74	0	0	0	0	2.42	1	0	54.35
PNMT|5409	1	0	1	0	7	1	0	3	2096	2	15	0	2	11	0	1	2	0	8	20	2	0	14
PNN|5411	30531	10363	3954	7114	15215	5815	7036	16443	26629	14055	24717	14163	8471	14437	2703	15124	6439	3993	10668	1665	3523	10645	14041
PNO1|56902	1826	2743	565	1598	1934	1496	1582	1593	2586	2283	2365	1087	2641	3790	1062	2757	4463	2268	1996	756	1534	4273	1141
PNOC|5368	0	0	0	0	0	0	0	0	0	0	1	0	0	28	0	0	0	0	0	0	4	0	0
PNPLA1|285848	1	0	1	0	1	0	0	3	1	2	1	1	2	10	3	1	0	2	1	1	1	1	0
PNPLA2|57104	8875	2281	2639	1476	3038	2440	2738	4963	4295	2955	3206	3061	1161	4740	4886	1247	2677	1295	1525	1774	1852	6120	1460
PNPLA3|80339	287.08	65.01	33	19	95.03	40	19	86.04	3	100	42.01	7	104	123	100.05	204.06	42.02	8.03	260.18	85.02	26	164	271.11
PNPLA4|8228	194	291	492	1071	192	268	107	2065	561	133	1386	327	1546	0	1302	1652	453	511	627	779	1026	855	383
PNPLA5|150379	0	0	0	12	0	0	0	0	0	0	0	0	160	1	0	1	0	3	10	0	0	2	17
PNPLA6|10908	10760	1745	758	675	5975	2717	1399	4145	1806	3065	4348	1991	2283	7174	3151	3472	2406	1339	2943	2137	2667	5917	2135
PNPLA7|375775	722	76	23	6	61	670	65	158	3	42	103	24	38	387	12	19	1	6	20	18	35	6	27
PNPLA8|50640	1851	839	2025	347	729	1391	876	2136	791	877	1790	1418	310	931	1867	1515	697	287	885	833	1260	1571	1635
PNPO|55163	2053	3226	1922	2342	2091	3910	1790	2111	3544	1930	2687	2111	2591	1286	2591	5011	3091	2271	2503	658	2161	6099	2139
PNPT1|87178	3101	4646	2809	2652	5426	5813	2598	3846	7827	4313	5401	1757	3378	4638	2152	4622	5650	4678	4010	865	3483	5402	3717
PNP|4860	2219	3001	1769	2474	1511	3111	2372	969	5237	1397	8608	2737	2364	2367	1971	7628	3221	3149	1849	861	4638	4748	2112
PNRC1|10957	3921	928	2437	187	1471	1490	1743	618	551	2812	1158	1099	859	1979	2346	2077	332	217	487	1019	980	1814	519
PNRC2|55629	9729	2761	2086	3050	5435	3587	1731	3815	4691	5286	8364	7021	5773	10166	5480	6412	2483	2413	3399	2228	3471	6333	5047
POC1A|25886	1293	1270	716	629	1413	656	894	614	825	1758	1559	886	1036	1371	945	1109	1226	637	1128	729	704	2046	810
POC1B|282809	1185.61	983.31	1017	512.77	1071.62	1180.42	1076.32	3056.94	1435.51	992.38	3722	2057.69	1923.93	2473.15	485.54	1484.41	833.83	566.01	650.05	499.51	439.22	1649.95	865.3
POC5|134359	628	789	528	469	1111	624	463	570	415	1206	1293	553	520	710	473	1145	834	830	650	589	762	1492	1039
PODNL1|79883	36	4	248	2	11	9	8	34	3	15	24	85	38	82	23	119	3	26	7	175	87	50	9
PODN|127435	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	3	0	2	163
PODXL2|50512	4825	759	217	160	2692	4953	435	5288	2495	1309	5307	4	2007	1948	665	1155	448	718	1251	22	157	1155	8
PODXL|5420	3677	11760	2175	859	2370	5902	938	220	6817	1951	425	898	4530	958	5455	1063	20223	1296	13636	191	12023	6589	3162
POF1B|79983	97	1085	1	21	0	1534	1392	2762	671	39	301	6	5015	95	2	744	37	283	58	1	7	1609	69
POFUT1|23509	14309	7417	6350	5827	18012	4994	5542	9733	9927	8415	8331	9996	17849	9229	18723	9846	11657	15744	9686	3952	21662	19667	5945
POFUT2|23275	3210	871	1442	636	3118	1070	854	1976	862	1750	3804	2199	857	2361	1237	1446	1004	970	1450	1929	1209	4728	1149
POGK|57645	7253	4341	1965	2944	3134	1577	3016	3383	5989	2600	10937	3524	5052	11386	3206	5497	4229	2730	2055	1159	2953	7604	4593
POGZ|23126	8877	3820	2243	2092	4739	8804	3222	6370	5340	3769	13217	3389	5100	7717	2525	4104	3349	1918	2605	1430	2968	6771	4551
POLA1|5422	2005	3822	1049	1804	4164	1237	2367	1852	3217	2985	3069	1783	4107	4623	3011	5327	2107	938	2573	956	2631	3003	1018
POLA2|23649	1296	2303	3541	913	2126	940	2348	1380	3019	2628	3283	4050	2607	3185	1967	2516	2959	2218	1934	1426	2941	4635	3596
POLB|5423	979	332	450	786	301	384	319	923	588	554	1794	751	491	1354	566	414	678	232	302	210	537	892	368
POLD1|5424	3523	4428	989	2121	3358	2172	3461	2067	4574	2718	5585	3208	2162	3557	1715	3104	3144	2308	2985	1118	1512	5500	3176
POLD2|5425	8988	6699	2632	5880	7108	6965	5290	6543	9798	9129	5571	3535	7206	10976	18415	10722	6567	3377	5870	4160	4238	24622	3227
POLD3|10714	2803	2931	2388	1359	2159	2313	2144	2560	2433	1785	3558	4758	3846	3289	1637	2788	1992	1035	2393	473	1162	5872	2027
POLD4|57804	2621	1643	1833	396	465	2399	3221	1519	870	649	2514	1427	121	523	1380	898	746	667	572	990	555	3798	772
POLDIP2|26073	4855.82	7618.28	3326.36	5110.09	2893.18	6497.2	4381.21	8016.88	8573.56	3290.68	6282.93	7281.17	7733.54	4313.63	7698.99	5041.94	5883.18	4528.51	4132.99	3649.65	5167.15	7218.49	3039.29
POLDIP3|84271	2046	2974	3365	7254	2478	2391	2452	3601	4936	2825	7498	2660	4143	4492	2479	3599	3317	2702	3272	2761	3602	4795	2805
POLE2|5427	739	998	312	508	1252	319	774	1372	1938	1058	872	1306	451	590	370	1064	1182	601	775	351	906	1482	693
POLE3|54107	2755	9486	4507	6022	9433	2718	3244	5782	7582	10683	9930	3429	8482	8922	7333	10932	15072	8291	6882	6121	10026	10898	4030
POLE4|56655	577	728	360	726	557	644	494	745	592	560	1437	778	597	1219	1105	1118	1258	620	428	692	560	1616	691
POLE|5426	6123	7079	2131	2861	13166	3975	5494	3803	5439	6422	5009	5494	4830	10424	2292	6118	4214	3270	6658	2302	2913	6608	7959
POLG2|11232	1532	599	188	77	622	169	307	826	414	712	1617	364	384	1381	209	797	358	124	325	97	151	994	320
POLG|5428	2750.12	3042.87	1721.2	2898.23	2326.52	5633.71	3096.45	7052.84	2444.03	2715.29	8130.68	2197.93	2885.36	3075.98	2424.2	2080.4	2103.47	1283.58	1557.8	1602.78	1488.43	5239.05	1726.48
POLH|5429	1989	1397	929	470	1723	2320	1027	844	1254	2536	4733	1590	656	2158	1106	1561	857	362	1378	732	735	1770	1733
POLI|11201	2478	539	277	36	510	395	590	200	716	422	1292	420	455	1407	58	569	196	154	289	83	229	832	169
POLK|51426	2799	2311	1290	667	1457	1502	1772	1347	1657	1434	3310	1556	879	1879	1265	2391	1201	879	1194	871	1369	4129	2065
POLL|27343	1814.04	622.42	462.9	309.13	767.03	751.24	711.31	828.67	461.4	857.36	1069.67	794.28	652.03	1182.37	429.76	720.09	508.79	354.37	424.41	376.91	376.32	768.2	502.93
POLM|27434	1965	531	422	122	877	1302	547	2822	644	845	2163	528	501	1550	2914	688	454	241	1580	320	284	883	549
POLN|353497	5	65.31	4.05	1	40.26	2.02	29.33	15.16	23.48	60.67	6	36.27	20.17	9.13	4.04	35.55	45.17	2.22	18	37.18	3.05	45.22	57.18
POLQ|10721	2552	2683	836	775	2982	1157	1682	1502	1922	2247	1693	1692	1399	2369	947	3072	1347	1139	2903	660	1454	3407	2662
POLR1A|25885	5483	7509	2729	4463	4990	4023	3955	5401	7859	3819	6963	3137	5233	11529	3424	6602	6017	3238	4174	1890	4070	8776	3366
POLR1B|84172	2463	2652	1349	1063	2750	2554	1801	1876	4437	2323	6132	1827	3410	4168	1798	4184	4033	1626	2337	557	2120	3901	2274
POLR1C|9533	1015	683	689	721	1280	926	489	879	923	1536	1076	803	823	1278	965	1160	1209	704	857	467	1087	1126	620
POLR1D|51082	2981	2185	3948	3291	1272	2485	2356	3574	7582	2000	5845	2504	3832	5125	2569	3764	3795	3408	2665	1081	3463	5950	1779
POLR1E|64425	1585	2621	716	820	2133	539	1534	737	1412	2483	2161	1775	2239	2038	1088	3610	1263	1511	1114	835	844	3385	1191
POLR2A|5430	30341	19236	12598	13511	24268	12025	11781	10608	10612	24962	18502	14158	14248	23221	12140	21407	20855	17749	20924	11561	17126	25281	25716
POLR2B|5431	11342	6403	7515.06	3104	6470	6653	5184	7407	9908	5962	10733	6894	5934	9875	6704.08	10233	8674.07	2739	4003	3801	6556.06	19743.17	8809
POLR2C|5432	3671	3240	2488	4120	3219	3549	3665	2955	3223	3487	5523	1887	6558	3704	2852	4265	4262	3905	2251	2953	3540	9301	1825
POLR2D|5433	2626	3445	3024	1248	5225	1422	2440	2074	3253	5629	4961	2228	5172	6628	2328	4065	4018	1951	3066	1367	1867	4779	2434
POLR2E|5434	6565	5938	3296	4873	5730	6572	5912	2045	7132	9076	6573	4192	11844	6709	6664	6427	7395	5517	5627	6950	2912	9438	6758
POLR2F|5435	1436	1424	492	2117	1558	1608	1200	1999	2109.76	1901	2185.95	1272	2086.83	2006	2057	1534	2041.91	1689	2421	1287	1240	2970	1269
POLR2G|5436	3171	1718	1965	1093	1339	854	2108	1572	2121	1717	3224	985	2587	3097	1802	1951	2078	1284	1406	1183	1186	1573	1015
POLR2H|5437	6061	1282	1205	1160	2905	1233	1232	1847	2214	2545	3992	3901	3318	4957	1924	3461	4718	1366	2329	1175	1660	2571	1277
POLR2I|5438	1196.68	1568.22	331.45	588.3	1463.1	865.81	1225.8	1032.22	1904.71	2317.8	1330.72	407.53	1163.35	1435.2	837.41	691.45	1139.32	740.5	801.17	399.25	556.22	1345.17	794.34
POLR2J2|246721	513.43	764	762.86	950.16	567.03	480	599.95	1307	1065.19	957	42.82	1093.34	457.34	1579.9	773.46	129.85	326.47	702.15	85.31	307.4	376.61	642.78	235.66
POLR2J3|548644	2655.69	1427.08	1875.64	1325.72	1353.25	1865.22	1576.07	3643.11	3287	2360.16	7132.66	4234	1271.79	1734.09	1385.94	1465.71	2215.65	5864.19	2459.45	1041.71	773	2255.6	1026.74
POLR2J4|84820	752.26	368.52	614.54	484.84	480.05	426.59	295.49	565.71	514.88	616.76	770.58	377.64	703.1	815.37	706.57	417.44	690.78	2318.14	513.88	404.21	335.86	975.06	421.72
POLR2J|5439	2137	2433	2399	1604	2603	1629	1721	2831	2739	2497	1200	2197	2941	2837	2139	1853	2716	6872	1609	1547	1199	3680	1510
